,,,
Description,Position/ Level,Quantity,Unit
DTp type 1,4,1,m3
stone rejects,5,1,m3
stone rejects,5,1,m3
stone rejects,5,1,m3
granite scalpings,6,1,m3
granite scalpings,6,1,m3
granite scalpings,6,1,m3
crushed concrete hardcore,7,1,m3
crushed concrete hardcore,7,1,m3
crushed concrete hardcore,7,1,m3
Filled in making up levels; by machine; compacting in layers,4,,
sand,1,1,m3
sand,1,1,m3
sand,1,1,m3
sand,1,1,m3
crushed brick hardcore,2,1,m3
crushed brick hardcore,2,1,m3
crushed brick hardcore,2,1,m3
crushed brick hardcore,2,1,m3
hoggin,3,1,m3
hoggin,3,1,m3
hoggin,3,1,m3
hoggin,3,1,m3
DTp type 1,4,1,m3
DTp type 1,4,1,m3
DTp type 1,4,1,m3
DTp type 1,4,1,m3
stone rejects,5,1,m3
stone rejects,5,1,m3
stone rejects,5,1,m3
stone rejects,5,1,m3
granite scalpings,6,1,m3
granite scalpings,6,1,m3
granite scalpings,6,1,m3
granite scalpings,6,1,m3
crushed concrete hardcore,7,1,m3
crushed concrete hardcore,7,1,m3
crushed concrete hardcore,7,1,m3
crushed concrete hardcore,7,1,m3
Filled into oversite; by hand; compacting in layers; average 150mm thick,5,,
sand,1,1,m3
sand,1,1,m3
sand,1,1,m3
crushed brick hardcore,2,1,m3
crushed brick hardcore,2,1,m3
crushed brick hardcore,2,1,m3
hoggin,3,1,m3
hoggin,3,1,m3
hoggin,3,1,m3
DTp type 1,4,1,m3
DTp type 1,4,1,m3
DTp type 1,4,1,m3
stone rejects,5,1,m3
stone rejects,5,1,m3
stone rejects,5,1,m3
granite scalpings,6,1,m3
granite scalpings,6,1,m3
granite scalpings,6,1,m3
crushed concrete hardcore,7,1,m3
crushed concrete hardcore,7,1,m3
crushed concrete hardcore,7,1,m3
Filled into oversite; by machine; compacting in layers; average 150mm thick,6,,
sand,1,1,m3
sand,1,1,m3
sand,1,1,m3
sand,1,1,m3
crushed brick hardcore,2,1,m3
crushed brick hardcore,2,1,m3
crushed brick hardcore,2,1,m3
crushed brick hardcore,2,1,m3
hoggin,3,1,m3
hoggin,3,1,m3
hoggin,3,1,m3
hoggin,3,1,m3
DTp type 1,4,1,m3
DTp type 1,4,1,m3
DTp type 1,4,1,m3
DTp type 1,4,1,m3
stone rejects,5,1,m3
stone rejects,5,1,m3
stone rejects,5,1,m3
stone rejects,5,1,m3
granite scalpings,6,1,m3
granite scalpings,6,1,m3
granite scalpings,6,1,m3
granite scalpings,6,1,m3
crushed concrete hardcore,7,1,m3
crushed concrete hardcore,7,1,m3
crushed concrete hardcore,7,1,m3
crushed concrete hardcore,7,1,m3
Contour grading,2,,
"Grading filled oversite to contours, embankments or the like; by hand",1,,
to falls,1,1,m2
to falls and cross-falls,2,1,m2
to slopes,3,1,m2
"Grading filled oversite to contours, embankments or the like; by machine",2,,
to falls,1,1,m2
to falls,1,1,m2
to falls and cross-falls,2,1,m2
to falls and cross-falls,2,1,m2
to slopes,3,1,m2
to slopes,3,1,m2
Blinding surfaces,3,,
Blinding to hardcore,1,,
25mm sand,1,1,m2
25mm sand,1,1,m2
50mm sand,2,1,m2
50mm sand,2,1,m2
Q21: IN-SITU CONCRETE ROADS AND PAVINGS,3,,
Plain concrete; mix C20P,1,,
Foundations; combined and isolated bases,1,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 300mm thick,2,1,m3
150 - 300mm thick,2,1,m3
over 300mm thick,3,1,m3
over 300mm thick,3,1,m3
Blinding,2,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 300mm thick,2,1,m3
150 - 300mm thick,2,1,m3
over 300mm thick,3,1,m3
over 300mm thick,3,1,m3
"Beds, roads and footpaths",3,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 300mm thick,2,1,m3
150 - 300mm thick,2,1,m3
over 300mm thick,3,1,m3
over 300mm thick,3,1,m3
Reinforced concrete; mix C30P,2,,
"Beds, roads and footpaths",1,,
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
not exceeding 150mm thick,1,1,m3
150 - 300mm thick,2,1,m3
150 - 300mm thick,2,1,m3
150 - 300mm thick,2,1,m3
over 300mm thick,3,1,m3
over 300mm thick,3,1,m3
over 300mm thick,3,1,m3
Formwork to general finish,3,,
Sloping upper surfaces over 15 deg from horizontal,1,,
over 300mm wide,1,1,m2
over 300mm wide,1,1,m2
over 300mm wide,1,1,m2
over 300mm wide,1,1,m2
over 300mm wide,1,1,m2
"Sides of foundations, bases and ground beams",2,,
not exceeding 250mm high,1,1,m
not exceeding 250mm high,1,1,m
not exceeding 250mm high,1,1,m
not exceeding 250mm high,1,1,m
not exceeding 250mm high,1,1,m
250 - 500mm high,2,1,m
250 - 500mm high,2,1,m
250 - 500mm high,2,1,m
250 - 500mm high,2,1,m
250 - 500mm high,2,1,m
500 - 1000mm high,3,1,m
500 - 1000mm high,3,1,m
500 - 1000mm high,3,1,m
500 - 1000mm high,3,1,m
500 - 1000mm high,3,1,m
over 1000mm high,4,1,m2
over 1000mm high,4,1,m2
over 1000mm high,4,1,m2
over 1000mm high,4,1,m2
over 1000mm high,4,1,m2
"Vertical edges of slabs, faces of kerbs, upstands, breaks in upper surfaces or the like",3,,
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
not exceeding 250mm wide,1,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
250 - 500mm wide,2,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
500 - 1000mm wide,3,1,m
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
over 1000mm wide,4,1,m2
"Grooves, throats, rebates, chamfers or the like; sectional area",4,,
2500 - 5000mm2,1,1,m
2500 - 5000mm2,1,1,m
2500 - 5000mm2,1,1,m
2500 - 5000mm2,1,1,m
5000 - 10000mm2,2,1,m
5000 - 10000mm2,2,1,m
5000 - 10000mm2,2,1,m
5000 - 10000mm2,2,1,m
10000 - 20000mm2,3,1,m
10000 - 20000mm2,3,1,m
10000 - 20000mm2,3,1,m
10000 - 20000mm2,3,1,m
10000 - 20000mm2,3,1,m
"Steel fabric reinforcement, BS 4483:2005; delivered to site in standard sheets",4,,
"Fabric reinforcement, laid horizontally, ref",1,,
A142,1,1,m2
A142,1,1,m2
A142,1,1,m2
A193,2,1,m2
A193,2,1,m2
A193,2,1,m2
A252,3,1,m2
A252,3,1,m2
A252,3,1,m2
A393,4,1,m2
A393,4,1,m2
A393,4,1,m2
B196,5,1,m2
B196,5,1,m2
B196,5,1,m2
B283,6,1,m2
B283,6,1,m2
B283,6,1,m2
B385,7,1,m2
B385,7,1,m2
B385,7,1,m2
B503,8,1,m2
B503,8,1,m2
B503,8,1,m2
B785,9,1,m2
B785,9,1,m2
B785,9,1,m2
B1131,10,1,m2
B1131,10,1,m2
B1131,10,1,m2
C283,11,1,m2
C283,11,1,m2
C283,11,1,m2
C385,12,1,m2
C385,12,1,m2
C385,12,1,m2
C503,13,1,m2
C503,13,1,m2
C503,13,1,m2
C636,14,1,m2
C636,14,1,m2
C636,14,1,m2
C785,15,1,m2
C785,15,1,m2
C785,15,1,m2
"Fabric reinforcement, fixed vertically, ref",2,,
A142,1,1,m2
A142,1,1,m2
A142,1,1,m2
A193,2,1,m2
A193,2,1,m2
A193,2,1,m2
A252,3,1,m2
A252,3,1,m2
A252,3,1,m2
A393,4,1,m2
A393,4,1,m2
A393,4,1,m2
B196,5,1,m2
B196,5,1,m2
B196,5,1,m2
B283,6,1,m2
B283,6,1,m2
B283,6,1,m2
B385,7,1,m2
B385,7,1,m2
B385,7,1,m2
B503,8,1,m2
B503,8,1,m2
B503,8,1,m2
B785,9,1,m2
B785,9,1,m2
B785,9,1,m2
B1131,10,1,m2
B1131,10,1,m2
B1131,10,1,m2
C283,11,1,m2
C283,11,1,m2
C283,11,1,m2
C385,12,1,m2
C385,12,1,m2
C385,12,1,m2
C503,13,1,m2
C503,13,1,m2
C503,13,1,m2
C636,14,1,m2
C636,14,1,m2
C636,14,1,m2
C785,15,1,m2
C785,15,1,m2
C785,15,1,m2
Movement joints,5,,
"Horizontal joints; 25mm steel dowel bars 600mm long, debonded for half length, dowel caps with compressible filler, notching shuttering for dowels 300mm centres; including formwork",1,,
100mm high,1,1,m
100mm high,1,1,m
100mm high,1,1,m
100mm high,1,1,m
100mm high,1,1,m
100mm high,1,1,m
100mm high,1,1,m
150mm high,2,1,m
150mm high,2,1,m
150mm high,2,1,m
150mm high,2,1,m
150mm high,2,1,m
150mm high,2,1,m
150mm high,2,1,m
200mm high,3,1,m
200mm high,3,1,m
200mm high,3,1,m
200mm high,3,1,m
200mm high,3,1,m
200mm high,3,1,m
200mm high,3,1,m
250mm high,4,1,m
250mm high,4,1,m
250mm high,4,1,m
250mm high,4,1,m
250mm high,4,1,m
250mm high,4,1,m
250mm high,4,1,m
300mm high,5,1,m
300mm high,5,1,m
300mm high,5,1,m
300mm high,5,1,m
300mm high,5,1,m
300mm high,5,1,m
300mm high,5,1,m
Expansion materials,6,,
Flexcell fibreboard compressible joint filler; 12mm thick,1,,
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
300 - 450mm wide,3,1,m
300 - 450mm wide,3,1,m
Flexcell fibreboard compressible joint filler; 20mm thick,2,,
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
300 - 450mm wide,3,1,m
300 - 450mm wide,3,1,m
Flexcell fibreboard compressible joint filler; 25mm thick,3,,
not exceeding 150mm wide,1,1,m
not exceeding 150mm wide,1,1,m
150 - 300mm wide,2,1,m
150 - 300mm wide,2,1,m
300 - 450mm wide,3,1,m
300 - 450mm wide,3,1,m
Joint sealants,7,,
Hot poured bituminous rubber compound,1,,
10 x 25mm,1,1,m
10 x 25mm,1,1,m
10 x 25mm,1,1,m
10 x 25mm,1,1,m
13 x 25mm,2,1,m
13 x 25mm,2,1,m
13 x 25mm,2,1,m
13 x 25mm,2,1,m
19 x 25mm,3,1,m
19 x 25mm,3,1,m
19 x 25mm,3,1,m
19 x 25mm,3,1,m
25 x 25mm,4,1,m
25 x 25mm,4,1,m
25 x 25mm,4,1,m
25 x 25mm,4,1,m
Cold poured polysulphide rubber compound,2,,
10 x 25mm,1,1,m
10 x 25mm,1,1,m
10 x 25mm,1,1,m
13 x 25mm,2,1,m
13 x 25mm,2,1,m
13 x 25mm,2,1,m
19 x 25mm,3,1,m
19 x 25mm,3,1,m
19 x 25mm,3,1,m
25 x 25mm,4,1,m
25 x 25mm,4,1,m
25 x 25mm,4,1,m
Cold poured polysulphide epoxy based compound,3,,
10 x 25mm,1,1,m
10 x 25mm,1,1,m
13 x 25mm,2,1,m
13 x 25mm,2,1,m
19 x 25mm,3,1,m
19 x 25mm,3,1,m
25 x 25mm,4,1,m
25 x 25mm,4,1,m
Gun grade polysulphide rubber compound,4,,
10 x 10mm,1,1,m
10 x 10mm,1,1,m
10 x 10mm,1,1,m
13 x 13mm,2,1,m
13 x 13mm,2,1,m
13 x 13mm,2,1,m
19 x 19mm,3,1,m
19 x 19mm,3,1,m
19 x 19mm,3,1,m
25 x 25mm,4,1,m
25 x 25mm,4,1,m
25 x 25mm,4,1,m
Surface finishes,8,,
Trowelling surfaces of concrete,1,,
to levels,1,1,m2
to falls and crossfalls,2,1,m2
Power floating and trowelling concrete surfaces,2,,
to levels,1,1,m2
to levels,1,1,m2
to falls and crossfalls,2,1,m2
to falls and crossfalls,2,1,m2
Surface hardener; brush applied to surfaces in accordance with manufacturer's instructions; two coats,3,,
general surfaces of floors,1,1,m2
general surfaces of floors,1,1,m2
"Form sinkings, channels or the like in face of concrete",9,,
Horizontally; including formwork,1,,
not exceeding 150mm girth,1,1,m
not exceeding 150mm girth,1,1,m
not exceeding 150mm girth,1,1,m
not exceeding 150mm girth,1,1,m
not exceeding 150mm girth,1,1,m
150 - 300mm girth,2,1,m
150 - 300mm girth,2,1,m
150 - 300mm girth,2,1,m
150 - 300mm girth,2,1,m
150 - 300mm girth,2,1,m
over 300mm girth,3,1,m2
over 300mm girth,3,1,m2
over 300mm girth,3,1,m2
over 300mm girth,3,1,m2
over 300mm girth,3,1,m2
Q22: COATED MACADAM AND ASPHALT ROADS AND PAVINGS,4,,
Coated macadam; BS EN 13108-1:2016,1,,
Hand laid surfacing,1,,
"60mm thickness of 20mm aggregate dense base course, 30mm thickness on 10mm aggregate close graded wearing course",1,1,m2
"60mm thickness of 20mm aggregate dense base course, 30mm thickness on 10mm aggregate close graded wearing course",1,1,m2
"60mm thickness of 20mm aggregate dense base course, 30mm thickness on 10mm aggregate close graded wearing course",1,1,m2
"60mm thickness of 20mm aggregate dense base course, 30mm thickness on 10mm aggregate close graded wearing course",1,1,m2
50mm thickness of 20mm aggregate open graded base course and 20mm thickness of 6mm aggregate medium graded wearing course,2,1,m2
50mm thickness of 20mm aggregate open graded base course and 20mm thickness of 6mm aggregate medium graded wearing course,2,1,m2
50mm thickness of 20mm aggregate open graded base course and 20mm thickness of 6mm aggregate medium graded wearing course,2,1,m2
50mm thickness of 20mm aggregate open graded base course and 20mm thickness of 6mm aggregate medium graded wearing course,2,1,m2
"50mm thickness of 20mm aggregate dense base course, 20mm thickness of 6mm aggregate dense wearing course",3,1,m2
"50mm thickness of 20mm aggregate dense base course, 20mm thickness of 6mm aggregate dense wearing course",3,1,m2
"50mm thickness of 20mm aggregate dense base course, 20mm thickness of 6mm aggregate dense wearing course",3,1,m2
"50mm thickness of 20mm aggregate dense base course, 20mm thickness of 6mm aggregate dense wearing course",3,1,m2
"45mm thickness of 20mm aggregate open graded base course, 15mm thickness of fine graded wearing course",4,1,m2
"45mm thickness of 20mm aggregate open graded base course, 15mm thickness of fine graded wearing course",4,1,m2
"45mm thickness of 20mm aggregate open graded base course, 15mm thickness of fine graded wearing course",4,1,m2
"45mm thickness of 20mm aggregate open graded base course, 15mm thickness of fine graded wearing course",4,1,m2
Machine laid surfacing,2,,
50mm thickness of 20mm aggregate dense base course,1,1,m2
50mm thickness of 20mm aggregate dense base course,1,1,m2
50mm thickness of 20mm aggregate dense base course,1,1,m2
50mm thickness of 20mm aggregate dense base course,1,1,m2
100mm thickness of 40mm aggregate dense base course,2,1,m2
100mm thickness of 40mm aggregate dense base course,2,1,m2
100mm thickness of 40mm aggregate dense base course,2,1,m2
100mm thickness of 40mm aggregate dense base course,2,1,m2
"80mm thickness of 28mm aggregate dense base course, 40mm thickness of 14mm aggregate close graded wearing course",3,1,m2
"80mm thickness of 28mm aggregate dense base course, 40mm thickness of 14mm aggregate close graded wearing course",3,1,m2
"80mm thickness of 28mm aggregate dense base course, 40mm thickness of 14mm aggregate close graded wearing course",3,1,m2
"80mm thickness of 28mm aggregate dense base course, 40mm thickness of 14mm aggregate close graded wearing course",3,1,m2
"80mm thickness of 28mm aggregate dense base course, 40mm thickness of 14mm aggregate close graded wearing course",3,1,m2
"60mm thickness of 20mm aggregate dense base course, 30mm thickness of 10mm aggregate close graded wearing course",4,1,m2
"60mm thickness of 20mm aggregate dense base course, 30mm thickness of 10mm aggregate close graded wearing course",4,1,m2
"60mm thickness of 20mm aggregate dense base course, 30mm thickness of 10mm aggregate close graded wearing course",4,1,m2
"60mm thickness of 20mm aggregate dense base course, 30mm thickness of 10mm aggregate close graded wearing course",4,1,m2
"60mm thickness of 20mm aggregate dense base course, 30mm thickness of 10mm aggregate close graded wearing course",4,1,m2
"45mm thickness of 20mm aggregate dense base course, 20mm thickness of 6mm aggregate dense wearing course",5,1,m2
"45mm thickness of 20mm aggregate dense base course, 20mm thickness of 6mm aggregate dense wearing course",5,1,m2
"45mm thickness of 20mm aggregate dense base course, 20mm thickness of 6mm aggregate dense wearing course",5,1,m2
"45mm thickness of 20mm aggregate dense base course, 20mm thickness of 6mm aggregate dense wearing course",5,1,m2
"45mm thickness of 20mm aggregate dense base course, 20mm thickness of 6mm aggregate dense wearing course",5,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 10mm aggregate single dressing,6,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 10mm aggregate single dressing,6,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 10mm aggregate single dressing,6,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 10mm aggregate single dressing,6,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 10mm aggregate single dressing,6,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 10mm aggregate double dressing,7,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 10mm aggregate double dressing,7,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 10mm aggregate double dressing,7,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 10mm aggregate double dressing,7,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 10mm aggregate double dressing,7,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 6mm aggregate single dressing,8,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 6mm aggregate single dressing,8,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 6mm aggregate single dressing,8,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 6mm aggregate single dressing,8,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 6mm aggregate single dressing,8,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 6mm aggregate double dressing,9,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 6mm aggregate double dressing,9,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 6mm aggregate double dressing,9,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 6mm aggregate double dressing,9,1,m2
surface dress with cut-back bitumen K1-70 emulsion and 6mm aggregate double dressing,9,1,m2
"Q23: GRAVEL, HOGGIN AND WOODCHIP ROADS AND PAVINGS",5,,
Aggregate base fill,1,,
Filled into oversite to level; by hand; compacting; 100mm thick,1,,
crushed brick hardcore,1,1,m2
crushed brick hardcore,1,1,m2
crushed brick hardcore,1,1,m2
hoggin,2,1,m2
hoggin,2,1,m2
hoggin,2,1,m2
DTp type 1,3,1,m2
DTp type 1,3,1,m2
DTp type 1,3,1,m2
stone rejects,4,1,m2
stone rejects,4,1,m2
stone rejects,4,1,m2
granite scalpings,5,1,m2
granite scalpings,5,1,m2
granite scalpings,5,1,m2
crushed concrete hardcore,6,1,m2
crushed concrete hardcore,6,1,m2
crushed concrete hardcore,6,1,m2
Filled into oversite to level; by hand; compacting; 150mm thick,2,,
crushed brick hardcore,1,1,m2
crushed brick hardcore,1,1,m2
crushed brick hardcore,1,1,m2
hoggin,2,1,m2
hoggin,2,1,m2
hoggin,2,1,m2
DTp type 1,3,1,m2
DTp type 1,3,1,m2
DTp type 1,3,1,m2
stone rejects,4,1,m2
stone rejects,4,1,m2
stone rejects,4,1,m2
granite scalpings,5,1,m2
granite scalpings,5,1,m2
granite scalpings,5,1,m2
crushed concrete hardcore,6,1,m2
crushed concrete hardcore,6,1,m2
crushed concrete hardcore,6,1,m2
Filled into oversite to levels; by machine; compacting; 100mm thick,3,,
crushed brick hardcore,1,1,m2
crushed brick hardcore,1,1,m2
crushed brick hardcore,1,1,m2
crushed brick hardcore,1,1,m2
hoggin,2,1,m2
hoggin,2,1,m2
hoggin,2,1,m2
hoggin,2,1,m2
DTp type 1,3,1,m2
DTp type 1,3,1,m2
DTp type 1,3,1,m2
DTp type 1,3,1,m2
stone rejects,4,1,m2
stone rejects,4,1,m2
stone rejects,4,1,m2
stone rejects,4,1,m2
granite scalpings,5,1,m2
granite scalpings,5,1,m2
granite scalpings,5,1,m2
granite scalpings,5,1,m2
crushed concrete hardcore,6,1,m2
crushed concrete hardcore,6,1,m2
crushed concrete hardcore,6,1,m2
crushed concrete hardcore,6,1,m2
Filled into oversite to levels; by machine; compacting; 150mm thick,4,,
crushed brick hardcore,1,1,m2
crushed brick hardcore,1,1,m2
crushed brick hardcore,1,1,m2
crushed brick hardcore,1,1,m2
hoggin,2,1,m2
hoggin,2,1,m2
hoggin,2,1,m2
hoggin,2,1,m2
DTp type 1,3,1,m2
DTp type 1,3,1,m2
DTp type 1,3,1,m2
DTp type 1,3,1,m2
stone rejects,4,1,m2
stone rejects,4,1,m2
stone rejects,4,1,m2
stone rejects,4,1,m2
granite scalpings,5,1,m2
granite scalpings,5,1,m2
granite scalpings,5,1,m2
granite scalpings,5,1,m2
crushed concrete hardcore,6,1,m2
crushed concrete hardcore,6,1,m2
crushed concrete hardcore,6,1,m2
crushed concrete hardcore,6,1,m2
Grading bases,2,,
"Grading bases to slopes, falls and cross-falls; by hand",1,,
to falls,1,1,m2
to falls and cross-falls,2,1,m2
to slopes,3,1,m2
"Grading bases to slopes, falls and cross-falls; by machine",2,,
to falls,1,1,m2
to falls,1,1,m2
to falls and cross-falls,2,1,m2
to falls and cross-falls,2,1,m2
to slopes,3,1,m2
to slopes,3,1,m2
Blinding,3,,
Blinding to hardcore base,1,,
25mm sand,1,1,m2
25mm sand,1,1,m2
50mm sand,2,1,m2
50mm sand,2,1,m2
Pea shingle dressing,4,,
"Roads, paths and driveways",1,,
25mm thick,1,1,m2
25mm thick,1,1,m2
25mm thick,1,1,m2
50mm thick,2,1,m2
50mm thick,2,1,m2
50mm thick,2,1,m2
Treated sawn softwood edging,5,,
Road and path edging; 47 x 50mm pegs at 1.00m centres,1,,
25 x 150mm,1,1,m
25 x 150mm,1,1,m
25 x 150mm,1,1,m
25 x 200mm,2,1,m
25 x 200mm,2,1,m
25 x 200mm,2,1,m
"Q25: SLAB, BRICK, BLOCK, SETT AND COBBLE PAVINGS",6,,
"Precast concrete flag paving, BS EN 1340:2003",1,,
"Pavings; bed in cement mortar (1:3), point in lime mortar (1:1:6)",1,,
600 x 450 x 50mm thick,1,1,m2
600 x 450 x 50mm thick,1,1,m2
600 x 450 x 50mm thick,1,1,m2
600 x 450 x 50mm thick,1,1,m2
600 x 600 x 50mm thick,2,1,m2
600 x 600 x 50mm thick,2,1,m2
600 x 600 x 50mm thick,2,1,m2
600 x 600 x 50mm thick,2,1,m2
600 x 750 x 50mm thick,3,1,m2
600 x 750 x 50mm thick,3,1,m2
600 x 750 x 50mm thick,3,1,m2
600 x 750 x 50mm thick,3,1,m2
600 x 900 x 50mm thick,4,1,m2
600 x 900 x 50mm thick,4,1,m2
600 x 900 x 50mm thick,4,1,m2
600 x 900 x 50mm thick,4,1,m2
600 x 450 x 63mm thick,5,1,m2
600 x 450 x 63mm thick,5,1,m2
600 x 450 x 63mm thick,5,1,m2
